,County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
10566,Onondaga,Skaneateles Vg PD,2003,12.0,103.0,1.0,0.0,0.0,0.0,1.0,102.0,10.0,91.0,1.0,Non-New York City
10567,Onondaga,Solvay Vg PD,2003,12.0,153.0,10.0,0.0,0.0,4.0,6.0,143.0,32.0,105.0,6.0,Non-New York City
10568,Onondaga,SUNY College-Env. Science and Forestry,2003,12.0,15.0,1.0,0.0,0.0,1.0,0.0,14.0,1.0,12.0,1.0,Non-New York City
10569,Onondaga,SUNY - Upstate Medical Center,2003,12.0,207.0,1.0,0.0,0.0,1.0,0.0,206.0,2.0,203.0,1.0,Non-New York City
10570,Onondaga,Syracuse City PD,2003,12.0,9081.0,1359.0,15.0,66.0,485.0,793.0,7722.0,1986.0,4519.0,1217.0,Non-New York City
10571,Ontario,Canandaigua City PD,2003,12.0,254.0,16.0,0.0,1.0,7.0,8.0,238.0,36.0,192.0,10.0,Non-New York City
10572,Ontario,Clifton Springs Vg PD,2003,12.0,37.0,3.0,0.0,1.0,0.0,2.0,34.0,4.0,30.0,0.0,Non-New York City
10573,Ontario,County Total,2003,11.727994705493051,2103.0,118.0,0.0,17.0,24.0,77.0,1985.0,339.0,1568.0,78.0,Non-New York City
10574,Ontario,Geneva City PD,2003,12.0,417.0,32.0,0.0,4.0,5.0,23.0,385.0,22.0,355.0,8.0,Non-New York City
10576,Ontario,Ontario County Park PD,2003,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
10578,Ontario,Ontario County Sheriff,2003,12.0,1124.0,51.0,0.0,8.0,11.0,32.0,1073.0,236.0,787.0,50.0,Non-New York City
10579,Ontario,Ontario County State Police,2003,12.0,248.0,16.0,0.0,3.0,1.0,12.0,232.0,37.0,186.0,9.0,Non-New York City
10580,Ontario,Phelps Vg PD,2003,12.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,15.0,1.0,Non-New York City
10581,Ontario,Shortsville Vg PD,2003,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,Non-New York City
10582,Orange,Blooming Grove Town PD,2003,12.0,156.0,6.0,0.0,3.0,0.0,3.0,150.0,29.0,108.0,13.0,Non-New York City
10583,Orange,Chester Town PD,2003,12.0,41.0,2.0,0.0,1.0,0.0,1.0,39.0,6.0,31.0,2.0,Non-New York City
10584,Orange,Chester Vg PD,2003,12.0,188.0,6.0,0.0,1.0,5.0,0.0,182.0,10.0,171.0,1.0,Non-New York City
10585,Orange,Cornwall-on-Hudson Vg PD,2003,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,6.0,1.0,Non-New York City
10586,Orange,Cornwall Town PD,2003,12.0,23.0,2.0,0.0,0.0,1.0,1.0,21.0,15.0,4.0,2.0,Non-New York City
10587,Orange,County Total,2003,11.727994705493051,7902.0,932.0,5.0,71.0,206.0,650.0,6970.0,1172.0,5385.0,413.0,Non-New York City
10588,Orange,Crawford Town PD,2003,12.0,197.0,45.0,0.0,2.0,1.0,42.0,152.0,50.0,81.0,21.0,Non-New York City
10590,Orange,Florida Vg PD,2003,12.0,31.0,1.0,0.0,0.0,0.0,1.0,30.0,9.0,20.0,1.0,Non-New York City
10591,Orange,Goshen Town PD,2003,12.0,54.0,6.0,0.0,0.0,0.0,6.0,48.0,8.0,36.0,4.0,Non-New York City
10592,Orange,Goshen Vg PD,2003,12.0,101.0,14.0,0.0,0.0,5.0,9.0,87.0,15.0,69.0,3.0,Non-New York City
10593,Orange,Greenwood Lake Vg PD,2003,12.0,83.0,14.0,0.0,0.0,0.0,14.0,69.0,14.0,51.0,4.0,Non-New York City
10594,Orange,Harriman Vg PD,2003,12.0,49.0,0.0,0.0,0.0,0.0,0.0,49.0,9.0,39.0,1.0,Non-New York City
10595,Orange,Highland Falls Vg PD,2003,12.0,90.0,19.0,0.0,0.0,0.0,19.0,71.0,6.0,61.0,4.0,Non-New York City
10596,Orange,Highlands Town PD,2003,12.0,17.0,3.0,0.0,0.0,0.0,3.0,14.0,6.0,7.0,1.0,Non-New York City
10597,Orange,Maybrook Vg PD,2003,12.0,27.0,3.0,0.0,0.0,2.0,1.0,24.0,2.0,22.0,0.0,Non-New York City
10598,Orange,Middletown City PD,2003,12.0,739.0,83.0,1.0,11.0,38.0,33.0,656.0,94.0,527.0,35.0,Non-New York City
10599,Orange,Monroe Vg PD,2003,12.0,263.0,6.0,0.0,1.0,4.0,1.0,257.0,28.0,222.0,7.0,Non-New York City
10600,Orange,Montgomery Town PD,2003,12.0,159.0,9.0,0.0,0.0,2.0,7.0,150.0,17.0,124.0,9.0,Non-New York City
10601,Orange,Montgomery Vg PD,2003,12.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,Non-New York City
10602,Orange,Mount Hope Town PD,2003,12.0,29.0,2.0,0.0,0.0,0.0,2.0,27.0,10.0,16.0,1.0,Non-New York City
10603,Orange,Newburgh City PD,2003,12.0,1577.0,358.0,2.0,26.0,67.0,263.0,1219.0,344.0,767.0,108.0,Non-New York City
10604,Orange,Newburgh Town PD,2003,12.0,1120.0,35.0,0.0,0.0,22.0,13.0,1085.0,109.0,926.0,50.0,Non-New York City
10605,Orange,New Windsor Town PD,2003,12.0,589.0,76.0,0.0,2.0,8.0,66.0,513.0,77.0,398.0,38.0,Non-New York City
10606,Orange,Orange County MTA,2003,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,9.0,3.0,Non-New York City
10607,Orange,Orange County Park PD,2003,12.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,Non-New York City
10609,Orange,Orange County Sheriff,2003,12.0,18.0,13.0,0.0,1.0,0.0,12.0,5.0,0.0,5.0,0.0,Non-New York City
10610,Orange,Orange County State Police,2003,12.0,1026.0,156.0,2.0,22.0,35.0,97.0,870.0,153.0,655.0,62.0,Non-New York City
10611,Orange,Port Jervis City PD,2003,12.0,267.0,32.0,0.0,0.0,3.0,29.0,235.0,49.0,174.0,12.0,Non-New York City
10613,Orange,Tuxedo Town PD,2003,12.0,25.0,4.0,0.0,0.0,0.0,4.0,21.0,2.0,19.0,0.0,Non-New York City
10614,Orange,Walden Vg PD,2003,12.0,130.0,13.0,0.0,1.0,3.0,9.0,117.0,23.0,91.0,3.0,Non-New York City
10615,Orange,Wallkill Town PD,2003,12.0,246.0,16.0,0.0,0.0,7.0,9.0,230.0,22.0,200.0,8.0,Non-New York City
10616,Orange,Warwick Town PD,2003,12.0,200.0,3.0,0.0,0.0,2.0,1.0,197.0,33.0,156.0,8.0,Non-New York City
10617,Orange,Washingtonville Vg PD,2003,12.0,58.0,2.0,0.0,0.0,0.0,2.0,56.0,7.0,49.0,0.0,Non-New York City
10618,Orange,Woodbury Town PD,2003,12.0,348.0,3.0,0.0,0.0,1.0,2.0,345.0,18.0,316.0,11.0,Non-New York City
10619,Orleans,Albion Vg PD,2003,12.0,204.0,34.0,0.0,1.0,11.0,22.0,170.0,37.0,127.0,6.0,Non-New York City
10620,Orleans,County Total,2003,11.727994705493051,498.0,70.0,0.0,7.0,14.0,49.0,428.0,100.0,300.0,28.0,Non-New York City
10621,Orleans,Holley Vg PD,2003,12.0,42.0,3.0,0.0,1.0,0.0,2.0,39.0,4.0,33.0,2.0,Non-New York City
10622,Orleans,Medina Vg PD,2003,1.0,5.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,Non-New York City
10623,Orleans,Orleans County Park PD,2003,12.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,Non-New York City
10625,Orleans,Orleans County Sheriff,2003,12.0,176.0,15.0,0.0,3.0,3.0,9.0,161.0,43.0,98.0,20.0,Non-New York City
10626,Orleans,Orleans County State Police,2003,12.0,69.0,16.0,0.0,2.0,0.0,14.0,53.0,14.0,39.0,0.0,Non-New York City
10627,Oswego,Central Square Vg PD,2003,12.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,17.0,1.0,Non-New York City
10628,Oswego,County Total,2003,11.727994705493051,2538.0,142.0,3.0,20.0,18.0,101.0,2396.0,576.0,1752.0,68.0,Non-New York City
10629,Oswego,Fulton City PD,2003,12.0,532.0,26.0,1.0,1.0,2.0,22.0,506.0,64.0,430.0,12.0,Non-New York City
10630,Oswego,Oswego City PD,2003,12.0,617.0,45.0,0.0,1.0,9.0,35.0,572.0,120.0,440.0,12.0,Non-New York City
10631,Oswego,Oswego County Park PD,2003,12.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,9.0,0.0,Non-New York City
10633,Oswego,Oswego County Sheriff,2003,12.0,386.0,33.0,2.0,10.0,2.0,19.0,353.0,134.0,192.0,27.0,Non-New York City
10634,Oswego,Oswego County State Police,2003,12.0,718.0,29.0,0.0,6.0,4.0,19.0,689.0,214.0,462.0,13.0,Non-New York City
10635,Oswego,Phoenix Vg PD,2003,12.0,56.0,6.0,0.0,0.0,1.0,5.0,50.0,4.0,44.0,2.0,Non-New York City
10636,Oswego,Pulaski Vg PD,2003,9.0,46.0,1.0,0.0,0.0,0.0,1.0,45.0,15.0,29.0,1.0,Non-New York City
10637,Oswego,SUNY College at Oswego,2003,12.0,148.0,2.0,0.0,2.0,0.0,0.0,146.0,17.0,129.0,0.0,Non-New York City
10639,Otsego,County Total,2003,11.727994705493051,1178.0,133.0,0.0,23.0,11.0,99.0,1045.0,311.0,714.0,20.0,Non-New York City
10640,Otsego,Oneonta City PD,2003,12.0,404.0,46.0,0.0,8.0,8.0,30.0,358.0,107.0,240.0,11.0,Non-New York City
10641,Otsego,Otsego County Park PD,2003,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,Non-New York City
10642,Otsego,Otsego County Sheriff,2003,12.0,141.0,14.0,0.0,6.0,1.0,7.0,127.0,43.0,83.0,1.0,Non-New York City
10643,Otsego,Otsego County State Police,2003,12.0,550.0,71.0,0.0,8.0,2.0,61.0,479.0,148.0,326.0,5.0,Non-New York City
10644,Otsego,SUNY College at Oneonta,2003,12.0,80.0,2.0,0.0,1.0,0.0,1.0,78.0,13.0,62.0,3.0,Non-New York City
10646,Putnam,Carmel Town PD,2003,12.0,362.0,20.0,0.0,0.0,6.0,14.0,342.0,49.0,278.0,15.0,Non-New York City
10647,Putnam,Cold Spring Vg PD,2003,12.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,12.0,1.0,Non-New York City
10648,Putnam,County Total,2003,11.727994705493051,1188.0,79.0,0.0,6.0,18.0,55.0,1109.0,202.0,858.0,49.0,Non-New York City
10649,Putnam,Kent Town PD,2003,12.0,186.0,4.0,0.0,0.0,0.0,4.0,182.0,33.0,145.0,4.0,Non-New York City
10650,Putnam,Putnam County MTA,2003,12.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,11.0,2.0,Non-New York City
10651,Putnam,Putnam County Park PD,2003,12.0,8.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,0.0,Non-New York City
10652,Putnam,Putnam County Sheriff,2003,12.0,449.0,45.0,0.0,5.0,10.0,30.0,404.0,93.0,289.0,22.0,Non-New York City
10653,Putnam,Putnam County State Police,2003,12.0,154.0,9.0,0.0,1.0,2.0,6.0,145.0,24.0,116.0,5.0,Non-New York City
10654,Queens,County Total,2003,11.727994705493051,50442.0,11106.0,122.0,288.0,5179.0,5517.0,39336.0,7226.0,24671.0,7439.0,New York City
10655,Region Total,Region Total,2003,11.727994705493051,236215.0,59448.0,597.0,1609.0,25989.0,31253.0,176767.0,28293.0,124846.0,23628.0,New York City
10656,Region Total,Region Total,2003,11.727994705493051,282861.0,29909.0,320.0,2161.0,9789.0,17639.0,252952.0,47124.0,184320.0,21508.0,Non-New York City
10657,Rensselaer,County Total,2003,11.727994705493051,4636.0,528.0,2.0,55.0,108.0,363.0,4108.0,932.0,2932.0,244.0,Non-New York City
10658,Rensselaer,East Greenbush Town PD,2003,12.0,342.0,33.0,0.0,1.0,12.0,20.0,309.0,30.0,272.0,7.0,Non-New York City
10659,Rensselaer,Hoosick Falls Vg PD,2003,12.0,40.0,8.0,0.0,2.0,0.0,6.0,32.0,8.0,23.0,1.0,Non-New York City
10660,Rensselaer,Nassau Vg PD,2003,12.0,13.0,2.0,0.0,0.0,0.0,2.0,11.0,1.0,10.0,0.0,Non-New York City
10661,Rensselaer,North Greenbush Town PD,2003,12.0,177.0,17.0,0.0,3.0,2.0,12.0,160.0,18.0,137.0,5.0,Non-New York City
10662,Rensselaer,Rensselaer City PD,2003,12.0,253.0,26.0,0.0,3.0,7.0,16.0,227.0,48.0,159.0,20.0,Non-New York City
10663,Rensselaer,Rensselaer County Park PD,2003,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,Non-New York City
10665,Rensselaer,Rensselaer County Sheriff,2003,12.0,566.0,50.0,0.0,1.0,1.0,48.0,516.0,108.0,394.0,14.0,Non-New York City
10666,Rensselaer,Rensselaer County State Police,2003,12.0,533.0,91.0,0.0,12.0,2.0,77.0,442.0,141.0,289.0,12.0,Non-New York City
10667,Rensselaer,Rensselaer Poly Tech Police,2003,12.0,116.0,1.0,0.0,1.0,0.0,0.0,115.0,18.0,97.0,0.0,Non-New York City
10668,Rensselaer,Schodack Town PD,2003,12.0,161.0,7.0,0.0,2.0,0.0,5.0,154.0,39.0,111.0,4.0,Non-New York City
10669,Rensselaer,Troy City PD,2003,12.0,2432.0,293.0,2.0,30.0,84.0,177.0,2139.0,520.0,1438.0,181.0,Non-New York City
10670,Richmond,County Total,2003,11.727994705493051,6957.0,1297.0,9.0,35.0,382.0,871.0,5660.0,792.0,4197.0,671.0,New York City
10671,Rockland,Clarkstown Town PD,2003,12.0,2183.0,133.0,0.0,2.0,43.0,88.0,2050.0,202.0,1758.0,90.0,Non-New York City
10672,Rockland,County Total,2003,11.727994705493051,4946.0,554.0,6.0,19.0,139.0,390.0,4392.0,628.0,3563.0,201.0,Non-New York City
10673,Rockland,Haverstraw Town PD,2003,12.0,409.0,102.0,0.0,3.0,11.0,88.0,307.0,57.0,240.0,10.0,Non-New York City
10674,Rockland,Haverstraw Vg PD,2003,12.0,270.0,73.0,0.0,0.0,15.0,58.0,197.0,37.0,143.0,17.0,Non-New York City
10675,Rockland,Orangetown Town PD,2003,12.0,538.0,31.0,2.0,0.0,13.0,16.0,507.0,77.0,414.0,16.0,Non-New York City
10676,Rockland,Piermont Vg PD,2003,12.0,55.0,1.0,0.0,0.0,0.0,1.0,54.0,8.0,45.0,1.0,Non-New York City
10677,Rockland,Ramapo Town PD,2003,12.0,844.0,93.0,2.0,5.0,26.0,60.0,751.0,165.0,563.0,23.0,Non-New York City
10678,Rockland,Rockland County MTA,2003,12.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Non-New York City
10679,Rockland,Rockland County Park PD,2003,12.0,28.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,26.0,0.0,Non-New York City
10680,Rockland,Rockland County (RR-CSX),2003,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
10681,Rockland,Rockland County Sheriff,2003,12.0,60.0,3.0,0.0,0.0,0.0,3.0,57.0,1.0,53.0,3.0,Non-New York City
10682,Rockland,Rockland County State Police,2003,12.0,64.0,18.0,0.0,3.0,3.0,12.0,46.0,3.0,28.0,15.0,Non-New York City
10683,Rockland,South Nyack-Grand View PD,2003,12.0,48.0,3.0,0.0,1.0,0.0,2.0,45.0,9.0,34.0,2.0,Non-New York City
10684,Rockland,Spring Valley Vg PD,2003,3.0,205.0,58.0,2.0,3.0,20.0,33.0,147.0,27.0,106.0,14.0,Non-New York City
10685,Rockland,Stony Point Town PD,2003,12.0,95.0,13.0,0.0,1.0,3.0,9.0,82.0,11.0,66.0,5.0,Non-New York City
10686,Rockland,Suffern Vg PD,2003,12.0,144.0,25.0,0.0,1.0,5.0,19.0,119.0,29.0,85.0,5.0,Non-New York City
10687,Saratoga,Ballston Spa Vg PD,2003,12.0,130.0,4.0,0.0,2.0,1.0,1.0,126.0,18.0,106.0,2.0,Non-New York City
10688,Saratoga,Corinth Vg PD,2003,12.0,95.0,2.0,0.0,0.0,0.0,2.0,93.0,19.0,71.0,3.0,Non-New York City
10689,Saratoga,County Total,2003,11.727994705493051,2629.0,197.0,1.0,18.0,34.0,144.0,2432.0,473.0,1861.0,98.0,Non-New York City
10690,Saratoga,Mechanicville City PD,2003,12.0,103.0,45.0,0.0,0.0,15.0,30.0,58.0,9.0,42.0,7.0,Non-New York City
10691,Saratoga,Saratoga County Park PD,2003,12.0,30.0,6.0,0.0,0.0,0.0,6.0,24.0,0.0,23.0,1.0,Non-New York City
10692,Saratoga,Saratoga County Sheriff,2003,12.0,784.0,29.0,1.0,5.0,4.0,19.0,755.0,155.0,568.0,32.0,Non-New York City
10693,Saratoga,Saratoga County State Police,2003,12.0,589.0,71.0,0.0,7.0,8.0,56.0,518.0,134.0,363.0,21.0,Non-New York City
10694,Saratoga,Saratoga Springs City PD,2003,12.0,680.0,37.0,0.0,4.0,6.0,27.0,643.0,93.0,522.0,28.0,Non-New York City
10695,Saratoga,South Glens Falls Vg PD,2003,12.0,114.0,1.0,0.0,0.0,0.0,1.0,113.0,26.0,86.0,1.0,Non-New York City
10696,Saratoga,Stillwater Town PD,2003,12.0,25.0,1.0,0.0,0.0,0.0,1.0,24.0,2.0,22.0,0.0,Non-New York City
10697,Saratoga,Waterford Town and Vg PD,2003,12.0,79.0,1.0,0.0,0.0,0.0,1.0,78.0,17.0,58.0,3.0,Non-New York City
10698,Schenectady,County Total,2003,11.727994705493051,4788.0,554.0,12.0,49.0,191.0,302.0,4234.0,932.0,3012.0,290.0,Non-New York City
10699,Schenectady,Glenville Town PD,2003,12.0,223.0,8.0,0.0,2.0,2.0,4.0,215.0,30.0,177.0,8.0,Non-New York City
10700,Schenectady,Niskayuna Town PD,2003,12.0,395.0,14.0,1.0,1.0,7.0,5.0,381.0,51.0,315.0,15.0,Non-New York City
10701,Schenectady,Rotterdam Town PD,2003,12.0,776.0,20.0,0.0,0.0,8.0,12.0,756.0,81.0,660.0,15.0,Non-New York City
10702,Schenectady,Schenectady City PD,2003,12.0,3080.0,483.0,11.0,43.0,171.0,258.0,2597.0,736.0,1616.0,245.0,Non-New York City
10704,Schenectady,Schenectady County (RR-CSX),2003,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
10705,Schenectady,Schenectady County Sheriff,2003,12.0,9.0,8.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,Non-New York City
10706,Schenectady,Schenectady County State Police,2003,12.0,69.0,12.0,0.0,3.0,0.0,9.0,57.0,14.0,40.0,3.0,Non-New York City
10707,Schenectady,Scotia Vg PD,2003,12.0,235.0,9.0,0.0,0.0,3.0,6.0,226.0,20.0,202.0,4.0,Non-New York City
10708,Schoharie,Cobleskill Vg PD,2003,12.0,229.0,14.0,0.0,1.0,1.0,12.0,215.0,15.0,187.0,13.0,Non-New York City
10709,Schoharie,County Total,2003,11.727994705493051,648.0,40.0,0.0,12.0,2.0,26.0,608.0,123.0,461.0,24.0,Non-New York City
10711,Schoharie,Schoharie County Sheriff,2003,12.0,115.0,4.0,0.0,0.0,1.0,3.0,111.0,33.0,75.0,3.0,Non-New York City
10712,Schoharie,Schoharie County State Police,2003,12.0,174.0,17.0,0.0,7.0,0.0,10.0,157.0,55.0,94.0,8.0,Non-New York City
10714,Schoharie,Schoharie Vg PD,2003,12.0,8.0,1.0,0.0,1.0,0.0,0.0,7.0,2.0,5.0,0.0,Non-New York City
10715,Schoharie,SUNY College at Cobleskill,2003,12.0,122.0,4.0,0.0,3.0,0.0,1.0,118.0,18.0,100.0,0.0,Non-New York City
10716,Schuyler,County Total,2003,11.727994705493051,322.0,21.0,0.0,2.0,2.0,17.0,301.0,56.0,236.0,9.0,Non-New York City
10717,Schuyler,Schuyler County Park PD,2003,12.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,Non-New York City
10718,Schuyler,Schuyler County Sheriff,2003,12.0,152.0,11.0,0.0,0.0,1.0,10.0,141.0,34.0,102.0,5.0,Non-New York City
10719,Schuyler,Schuyler County State Police,2003,12.0,42.0,4.0,0.0,1.0,1.0,2.0,38.0,15.0,20.0,3.0,Non-New York City
10720,Schuyler,Watkins Glen Vg PD,2003,12.0,122.0,6.0,0.0,1.0,0.0,5.0,116.0,6.0,109.0,1.0,Non-New York City
10721,Seneca,County Total,2003,11.727994705493051,606.0,44.0,0.0,11.0,1.0,32.0,562.0,70.0,483.0,9.0,Non-New York City
10724,Seneca,Seneca County Park PD,2003,12.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,16.0,0.0,Non-New York City
10726,Seneca,Seneca County Sheriff,2003,12.0,132.0,10.0,0.0,1.0,0.0,9.0,122.0,16.0,104.0,2.0,Non-New York City
10727,Seneca,Seneca County State Police,2003,12.0,105.0,14.0,0.0,5.0,0.0,9.0,91.0,26.0,65.0,0.0,Non-New York City
10729,Seneca,Seneca Falls Vg PD,2003,12.0,69.0,9.0,0.0,1.0,0.0,8.0,60.0,6.0,54.0,0.0,Non-New York City
10730,Seneca,Waterloo Vg PD,2003,12.0,280.0,11.0,0.0,4.0,1.0,6.0,269.0,18.0,244.0,7.0,Non-New York City
10732,Steuben,Bath Vg PD,2003,12.0,239.0,13.0,0.0,3.0,5.0,5.0,226.0,24.0,199.0,3.0,Non-New York City
10733,Steuben,Canisteo Vg PD,2003,12.0,108.0,5.0,0.0,0.0,0.0,5.0,103.0,13.0,85.0,5.0,Non-New York City
10736,Steuben,Corning City PD,2003,12.0,398.0,23.0,0.0,5.0,3.0,15.0,375.0,30.0,337.0,8.0,Non-New York City
10737,Steuben,County Total,2003,11.727994705493051,1516.0,126.0,0.0,34.0,19.0,73.0,1390.0,259.0,1083.0,48.0,Non-New York City
10740,Steuben,Painted Post Vg PD,2003,12.0,35.0,9.0,0.0,0.0,1.0,8.0,26.0,1.0,25.0,0.0,Non-New York City
10742,Steuben,Steuben County Sheriff,2003,12.0,308.0,4.0,0.0,0.0,2.0,2.0,304.0,100.0,190.0,14.0,Non-New York City
10743,Steuben,Steuben County State Police,2003,12.0,394.0,72.0,0.0,26.0,8.0,38.0,322.0,85.0,220.0,17.0,Non-New York City
10744,Steuben,Wayland Vg PD,2003,12.0,34.0,0.0,0.0,0.0,0.0,0.0,34.0,6.0,27.0,1.0,Non-New York City
10745,St Lawrence,Canton Vg PD,2003,12.0,168.0,17.0,0.0,3.0,1.0,13.0,151.0,17.0,129.0,5.0,Non-New York City
10746,St Lawrence,County Total,2003,11.727994705493051,2579.0,216.0,1.0,45.0,15.0,155.0,2363.0,540.0,1755.0,68.0,Non-New York City
10747,St Lawrence,Gouverneur Vg PD,2003,12.0,152.0,8.0,0.0,2.0,0.0,6.0,144.0,49.0,93.0,2.0,Non-New York City
10748,St Lawrence,Massena Vg PD,2003,12.0,255.0,8.0,0.0,0.0,3.0,5.0,247.0,39.0,204.0,4.0,Non-New York City
10750,St Lawrence,Norwood Vg PD,2003,12.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,17.0,0.0,Non-New York City
10751,St Lawrence,Ogdensburg City PD,2003,12.0,489.0,7.0,0.0,3.0,1.0,3.0,482.0,84.0,378.0,20.0,Non-New York City
10752,St Lawrence,Potsdam Vg PD,2003,12.0,347.0,28.0,0.0,2.0,2.0,24.0,319.0,48.0,264.0,7.0,Non-New York City
10753,St Lawrence,St Lawrence County Park PD,2003,12.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,Non-New York City
10755,St Lawrence,St Lawrence County Sheriff,2003,12.0,430.0,40.0,0.0,6.0,6.0,28.0,390.0,109.0,263.0,18.0,Non-New York City
10756,St Lawrence,St Lawrence County State Police,2003,12.0,498.0,100.0,1.0,24.0,1.0,74.0,398.0,183.0,204.0,11.0,Non-New York City
10757,St Lawrence,SUNY College at Canton,2003,12.0,113.0,6.0,0.0,4.0,1.0,1.0,107.0,4.0,102.0,1.0,Non-New York City
10758,St Lawrence,SUNY College at Potsdam,2003,12.0,98.0,2.0,0.0,1.0,0.0,1.0,96.0,4.0,92.0,0.0,Non-New York City
10759,Suffolk,Amityville Vg PD,2003,12.0,168.0,10.0,1.0,1.0,3.0,5.0,158.0,20.0,137.0,1.0,Non-New York City
10761,Suffolk,County Total,2003,11.727994705493051,35391.0,2975.0,29.0,142.0,1059.0,1745.0,32416.0,5139.0,24225.0,3052.0,Non-New York City
10762,Suffolk,East Hampton Town PD,2003,12.0,447.0,8.0,0.0,1.0,1.0,6.0,439.0,94.0,326.0,19.0,Non-New York City
10763,Suffolk,East Hampton Vg PD,2003,12.0,256.0,12.0,0.0,2.0,4.0,6.0,244.0,27.0,209.0,8.0,Non-New York City
10764,Suffolk,Head-of-the-Harbor Vg PD,2003,12.0,14.0,1.0,0.0,0.0,0.0,1.0,13.0,2.0,11.0,0.0,Non-New York City
10765,Suffolk,Huntington Bay Vg PD,2003,12.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,0.0,Non-New York City
10766,Suffolk,Lloyd Harbor Vg PD,2003,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,8.0,0.0,Non-New York City
10767,Suffolk,Nissequogue Vg PD,2003,12.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,13.0,0.0,Non-New York City
10768,Suffolk,Northport Vg PD,2003,12.0,52.0,3.0,0.0,1.0,0.0,2.0,49.0,11.0,34.0,4.0,Non-New York City
10769,Suffolk,Ocean Beach Vg PD,2003,12.0,44.0,3.0,0.0,0.0,0.0,3.0,41.0,8.0,33.0,0.0,Non-New York City
10770,Suffolk,Quogue Vg PD,2003,12.0,29.0,6.0,0.0,0.0,1.0,5.0,23.0,15.0,4.0,4.0,Non-New York City
10771,Suffolk,Riverhead Town PD,2003,12.0,1438.0,106.0,1.0,4.0,32.0,69.0,1332.0,295.0,1001.0,36.0,Non-New York City
10772,Suffolk,Sag Harbor Vg PD,2003,12.0,35.0,6.0,0.0,0.0,2.0,4.0,29.0,7.0,19.0,3.0,Non-New York City
10773,Suffolk,Shelter Island Town PD,2003,12.0,75.0,1.0,0.0,0.0,0.0,1.0,74.0,16.0,58.0,0.0,Non-New York City
10774,Suffolk,Southampton Town PD,2003,12.0,1530.0,86.0,1.0,11.0,24.0,50.0,1444.0,321.0,1033.0,90.0,Non-New York City
10775,Suffolk,Southampton Vg PD,2003,12.0,177.0,10.0,0.0,2.0,2.0,6.0,167.0,20.0,140.0,7.0,Non-New York City
10776,Suffolk,Southold Town PD,2003,12.0,476.0,34.0,0.0,1.0,14.0,19.0,442.0,106.0,323.0,13.0,Non-New York City
10777,Suffolk,Suffolk County MTA,2003,12.0,65.0,13.0,0.0,0.0,7.0,6.0,52.0,2.0,46.0,4.0,Non-New York City
10779,Suffolk,Suffolk County Park Police,2003,12.0,83.0,5.0,0.0,0.0,0.0,5.0,78.0,6.0,72.0,0.0,Non-New York City
10780,Suffolk,Suffolk County PD,2003,12.0,29278.0,2395.0,25.0,112.0,958.0,1300.0,26883.0,4091.0,19959.0,2833.0,Non-New York City
10781,Suffolk,Suffolk County Sheriff,2003,12.0,267.0,232.0,0.0,1.0,1.0,230.0,35.0,11.0,18.0,6.0,Non-New York City
10782,Suffolk,Suffolk County State Police,2003,12.0,71.0,22.0,1.0,4.0,2.0,15.0,49.0,17.0,28.0,4.0,Non-New York City
