,County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
17002,Tompkins,Cornell University Police,1994,11.727994705493051,725.0,6.0,0.0,0.0,2.0,4.0,719.0,99.0,620.0,0.0,Non-New York City
17003,Tompkins,County Total,1994,11.727994705493051,4468.0,134.0,0.0,15.0,50.0,69.0,4334.0,820.0,3416.0,98.0,Non-New York City
17004,Tompkins,Dryden Vg PD,1994,11.727994705493051,130.0,7.0,0.0,0.0,0.0,7.0,123.0,29.0,94.0,0.0,Non-New York City
17005,Tompkins,Freeville Vg PD,1994,11.727994705493051,12.0,3.0,0.0,0.0,0.0,3.0,9.0,4.0,5.0,0.0,Non-New York City
17006,Tompkins,Groton Vg PD,1994,11.727994705493051,76.0,0.0,0.0,0.0,0.0,0.0,76.0,9.0,64.0,3.0,Non-New York City
17007,Tompkins,Ithaca City PD,1994,11.727994705493051,2067.0,58.0,0.0,3.0,40.0,15.0,2009.0,354.0,1604.0,51.0,Non-New York City
17008,Tompkins,Ithaca College PD,1994,11.727994705493051,178.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,178.0,0.0,Non-New York City
17009,Tompkins,Tompkins County Park PD,1994,11.727994705493051,33.0,0.0,0.0,0.0,0.0,0.0,33.0,2.0,31.0,0.0,Non-New York City
17010,Tompkins,Tompkins County Sheriff,1994,11.727994705493051,739.0,28.0,0.0,12.0,7.0,9.0,711.0,211.0,465.0,35.0,Non-New York City
17011,Tompkins,Tompkins County State Police,1994,11.727994705493051,350.0,25.0,0.0,0.0,0.0,25.0,325.0,97.0,221.0,7.0,Non-New York City
17012,Tompkins,Trumansburg Vg PD,1994,11.727994705493051,86.0,6.0,0.0,0.0,0.0,6.0,80.0,9.0,69.0,2.0,Non-New York City
17013,Ulster,Ashokan PCT (NYC-BWSP),1994,11.727994705493051,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,Non-New York City
17014,Ulster,County Total,1994,11.727994705493051,5030.0,593.0,7.0,38.0,60.0,488.0,4437.0,914.0,3316.0,207.0,Non-New York City
17015,Ulster,Ellenville Vg PD,1994,11.727994705493051,303.0,34.0,0.0,1.0,3.0,30.0,269.0,52.0,200.0,17.0,Non-New York City
17016,Ulster,Kingston City PD,1994,11.727994705493051,1164.0,114.0,0.0,7.0,31.0,76.0,1050.0,105.0,891.0,54.0,Non-New York City
17017,Ulster,Lloyd Town PD,1994,11.727994705493051,130.0,19.0,0.0,2.0,3.0,14.0,111.0,34.0,68.0,9.0,Non-New York City
17018,Ulster,Marlborough Town PD,1994,11.727994705493051,112.0,4.0,0.0,0.0,0.0,4.0,108.0,34.0,69.0,5.0,Non-New York City
17019,Ulster,New Paltz Town and Vg PD,1994,11.727994705493051,421.0,85.0,0.0,0.0,4.0,81.0,336.0,57.0,270.0,9.0,Non-New York City
17020,Ulster,Olive Town PD,1994,11.727994705493051,11.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,8.0,1.0,Non-New York City
17021,Ulster,Plattekill Town PD,1994,11.727994705493051,21.0,3.0,0.0,0.0,0.0,3.0,18.0,6.0,11.0,1.0,Non-New York City
17022,Ulster,Rosendale Town PD,1994,11.727994705493051,77.0,6.0,0.0,0.0,0.0,6.0,71.0,20.0,46.0,5.0,Non-New York City
17023,Ulster,Saugerties Town PD,1994,11.727994705493051,386.0,15.0,1.0,1.0,0.0,13.0,371.0,86.0,260.0,25.0,Non-New York City
17024,Ulster,Saugerties Vg PD,1994,11.727994705493051,123.0,12.0,0.0,0.0,0.0,12.0,111.0,17.0,90.0,4.0,Non-New York City
17025,Ulster,Shandaken Town PD,1994,11.727994705493051,43.0,7.0,0.0,0.0,1.0,6.0,36.0,16.0,20.0,0.0,Non-New York City
17026,Ulster,Shawangunk Town PD,1994,11.727994705493051,139.0,25.0,0.0,1.0,1.0,23.0,114.0,35.0,74.0,5.0,Non-New York City
17027,Ulster,SUNY College At New Paltz,1994,11.727994705493051,112.0,6.0,0.0,1.0,0.0,5.0,106.0,4.0,102.0,0.0,Non-New York City
17028,Ulster,Ulster County Park PD,1994,11.727994705493051,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
17029,Ulster,Ulster County (RR-RC) ,1994,11.727994705493051,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,Non-New York City
17030,Ulster,Ulster County Sheriff,1994,11.727994705493051,166.0,41.0,1.0,6.0,1.0,33.0,125.0,40.0,78.0,7.0,Non-New York City
17031,Ulster,Ulster County State Police,1994,11.727994705493051,942.0,137.0,3.0,10.0,7.0,117.0,805.0,289.0,475.0,41.0,Non-New York City
17032,Ulster,Ulster Town PD,1994,11.727994705493051,772.0,64.0,2.0,8.0,9.0,45.0,708.0,89.0,603.0,16.0,Non-New York City
17033,Ulster,Woodstock Town PD,1994,11.727994705493051,97.0,21.0,0.0,1.0,0.0,20.0,76.0,27.0,41.0,8.0,Non-New York City
17034,Warren,Bolton Town PD,1994,11.727994705493051,7.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,0.0,Non-New York City
17035,Warren,County Total,1994,11.727994705493051,2349.0,278.0,1.0,21.0,10.0,246.0,2071.0,356.0,1651.0,64.0,Non-New York City
17036,Warren,Glens Falls City PD,1994,11.727994705493051,1080.0,236.0,0.0,1.0,5.0,230.0,844.0,146.0,678.0,20.0,Non-New York City
17037,Warren,Warren County Sheriff,1994,11.727994705493051,1063.0,35.0,1.0,15.0,5.0,14.0,1028.0,182.0,811.0,35.0,Non-New York City
17038,Warren,Warren County State Police,1994,11.727994705493051,199.0,7.0,0.0,5.0,0.0,2.0,192.0,27.0,156.0,9.0,Non-New York City
17039,Washington,Cambridge Vg PD,1994,11.727994705493051,43.0,2.0,0.0,0.0,0.0,2.0,41.0,9.0,31.0,1.0,Non-New York City
17040,Washington,County Total,1994,11.727994705493051,1292.0,197.0,3.0,3.0,4.0,187.0,1095.0,272.0,781.0,42.0,Non-New York City
17041,Washington,Fort Edward Vg PD,1994,11.727994705493051,155.0,6.0,0.0,0.0,0.0,6.0,149.0,47.0,93.0,9.0,Non-New York City
17042,Washington,Granville Vg PD,1994,11.727994705493051,93.0,29.0,1.0,0.0,0.0,28.0,64.0,16.0,45.0,3.0,Non-New York City
17043,Washington,Greenwich Vg PD,1994,11.727994705493051,82.0,20.0,0.0,0.0,1.0,19.0,62.0,10.0,50.0,2.0,Non-New York City
17044,Washington,Hudson Falls Vg PD,1994,11.727994705493051,298.0,51.0,0.0,1.0,1.0,49.0,247.0,37.0,207.0,3.0,Non-New York City
17045,Washington,Salem Vg PD,1994,11.727994705493051,25.0,5.0,0.0,0.0,0.0,5.0,20.0,4.0,13.0,3.0,Non-New York City
17046,Washington,Washington County (RR-D and H),1994,11.727994705493051,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,Non-New York City
17047,Washington,Washington County Sheriff,1994,11.727994705493051,268.0,19.0,0.0,0.0,0.0,19.0,249.0,69.0,168.0,12.0,Non-New York City
17048,Washington,Washington County State Police,1994,11.727994705493051,242.0,47.0,2.0,1.0,2.0,42.0,195.0,73.0,117.0,5.0,Non-New York City
17049,Washington,Whitehall Vg PD,1994,11.727994705493051,83.0,18.0,0.0,1.0,0.0,17.0,65.0,7.0,55.0,3.0,Non-New York City
17050,Wayne,Clyde Vg PD,1994,11.727994705493051,39.0,14.0,0.0,0.0,4.0,10.0,25.0,3.0,22.0,0.0,Non-New York City
17051,Wayne,County Total,1994,11.727994705493051,2702.0,203.0,1.0,19.0,31.0,152.0,2499.0,550.0,1865.0,84.0,Non-New York City
17052,Wayne,Lyons Vg PD,1994,11.727994705493051,177.0,21.0,0.0,1.0,6.0,14.0,156.0,39.0,114.0,3.0,Non-New York City
17053,Wayne,Macedon Town and Vg PD,1994,11.727994705493051,107.0,6.0,0.0,0.0,1.0,5.0,101.0,19.0,76.0,6.0,Non-New York City
17054,Wayne,Newark Vg PD,1994,11.727994705493051,537.0,22.0,0.0,4.0,4.0,14.0,515.0,66.0,438.0,11.0,Non-New York City
17055,Wayne,Palmyra Vg PD,1994,11.727994705493051,169.0,38.0,1.0,0.0,0.0,37.0,131.0,12.0,115.0,4.0,Non-New York City
17056,Wayne,Sodus Vg PD,1994,11.727994705493051,39.0,2.0,0.0,0.0,0.0,2.0,37.0,6.0,31.0,0.0,Non-New York City
17057,Wayne,Wayne County (RR-RC),1994,11.727994705493051,5.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,Non-New York City
17058,Wayne,Wayne County Sheriff,1994,11.727994705493051,845.0,43.0,0.0,13.0,8.0,22.0,802.0,242.0,538.0,22.0,Non-New York City
17059,Wayne,Wayne County State Police,1994,11.727994705493051,776.0,56.0,0.0,1.0,8.0,47.0,720.0,158.0,524.0,38.0,Non-New York City
17060,Wayne,Wolcott Vg PD,1994,11.727994705493051,8.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,0.0,Non-New York City
17061,Westchester,Ardsley Vg PD,1994,11.727994705493051,87.0,10.0,0.0,1.0,0.0,9.0,77.0,21.0,48.0,8.0,Non-New York City
17062,Westchester,Bedford Town PD,1994,11.727994705493051,269.0,1.0,0.0,0.0,0.0,1.0,268.0,42.0,216.0,10.0,Non-New York City
17063,Westchester,Briarcliff Manor Vg PD,1994,11.727994705493051,101.0,2.0,0.0,0.0,0.0,2.0,99.0,20.0,76.0,3.0,Non-New York City
17064,Westchester,Bronxville Vg PD,1994,11.727994705493051,133.0,9.0,1.0,0.0,3.0,5.0,124.0,24.0,70.0,30.0,Non-New York City
17065,Westchester,Buchanan Vg PD,1994,11.727994705493051,43.0,7.0,0.0,0.0,0.0,7.0,36.0,7.0,27.0,2.0,Non-New York City
17066,Westchester,Cortlandt Town PD,1994,11.727994705493051,304.0,45.0,0.0,0.0,5.0,40.0,259.0,58.0,192.0,9.0,Non-New York City
17067,Westchester,County Total,1994,11.727994705493051,31166.0,3632.0,28.0,129.0,1832.0,1643.0,27534.0,5037.0,17747.0,4750.0,Non-New York City
17068,Westchester,Croton-Kensico PCT (NYC-BWSP),1994,11.727994705493051,33.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,33.0,0.0,Non-New York City
17069,Westchester,Croton-On-Hudson Vg PD,1994,11.727994705493051,126.0,10.0,0.0,0.0,0.0,10.0,116.0,16.0,89.0,11.0,Non-New York City
17070,Westchester,Dobbs Ferry Vg PD,1994,11.727994705493051,231.0,24.0,1.0,0.0,2.0,21.0,207.0,33.0,166.0,8.0,Non-New York City
17071,Westchester,Eastchester Town PD,1994,11.727994705493051,411.0,16.0,0.0,1.0,7.0,8.0,395.0,37.0,291.0,67.0,Non-New York City
17072,Westchester,Elmsford Vg PD,1994,11.727994705493051,157.0,21.0,0.0,1.0,11.0,9.0,136.0,11.0,109.0,16.0,Non-New York City
17073,Westchester,Greenburgh Town PD,1994,11.727994705493051,1507.0,77.0,1.0,6.0,39.0,31.0,1430.0,187.0,1025.0,218.0,Non-New York City
17074,Westchester,Harrison Town PD,1994,11.727994705493051,497.0,11.0,0.0,2.0,4.0,5.0,486.0,90.0,321.0,75.0,Non-New York City
17075,Westchester,Hastings-on-Hudson Vg PD,1994,11.727994705493051,122.0,10.0,0.0,0.0,7.0,3.0,112.0,18.0,79.0,15.0,Non-New York City
17076,Westchester,Irvington Vg PD,1994,11.727994705493051,96.0,5.0,0.0,0.0,0.0,5.0,91.0,31.0,50.0,10.0,Non-New York City
17077,Westchester,Larchmont Vg PD,1994,11.727994705493051,272.0,10.0,0.0,0.0,1.0,9.0,262.0,54.0,169.0,39.0,Non-New York City
17078,Westchester,Mamaroneck Town PD,1994,11.727994705493051,338.0,5.0,0.0,0.0,3.0,2.0,333.0,44.0,208.0,81.0,Non-New York City
17079,Westchester,Mamaroneck Vg PD,1994,11.727994705493051,598.0,24.0,0.0,0.0,17.0,7.0,574.0,80.0,405.0,89.0,Non-New York City
17080,Westchester,Mount Kisco Vg PD,1994,11.727994705493051,312.0,57.0,0.0,3.0,9.0,45.0,255.0,31.0,210.0,14.0,Non-New York City
17081,Westchester,Mount Pleasant Town PD,1994,11.727994705493051,391.0,21.0,1.0,0.0,4.0,16.0,370.0,73.0,251.0,46.0,Non-New York City
17082,Westchester,Mount Vernon City PD,1994,11.727994705493051,4105.0,850.0,6.0,25.0,439.0,380.0,3255.0,885.0,1453.0,917.0,Non-New York City
17083,Westchester,New Castle Town PD,1994,11.727994705493051,147.0,3.0,0.0,0.0,1.0,2.0,144.0,26.0,101.0,17.0,Non-New York City
17084,Westchester,New Rochelle City PD,1994,11.727994705493051,2841.0,231.0,0.0,15.0,132.0,84.0,2610.0,476.0,1727.0,407.0,Non-New York City
17085,Westchester,North Castle Town PD,1994,11.727994705493051,160.0,8.0,0.0,0.0,4.0,4.0,152.0,25.0,121.0,6.0,Non-New York City
17086,Westchester,Ossining Town PD,1994,11.727994705493051,96.0,6.0,0.0,0.0,1.0,5.0,90.0,15.0,70.0,5.0,Non-New York City
17087,Westchester,Ossining Vg PD,1994,11.727994705493051,688.0,111.0,0.0,10.0,43.0,58.0,577.0,149.0,397.0,31.0,Non-New York City
17088,Westchester,Peekskill City PD,1994,11.727994705493051,887.0,201.0,0.0,2.0,32.0,167.0,686.0,138.0,491.0,57.0,Non-New York City
17089,Westchester,Pelham Manor Vg PD,1994,11.727994705493051,260.0,9.0,0.0,0.0,9.0,0.0,251.0,25.0,169.0,57.0,Non-New York City
17090,Westchester,Pelham Vg PD,1994,11.727994705493051,207.0,8.0,0.0,0.0,6.0,2.0,199.0,43.0,142.0,14.0,Non-New York City
17091,Westchester,Pleasantville Vg PD,1994,11.727994705493051,109.0,24.0,0.0,1.0,6.0,17.0,85.0,14.0,63.0,8.0,Non-New York City
17092,Westchester,Port Chester Vg PD,1994,11.727994705493051,1080.0,105.0,0.0,1.0,51.0,53.0,975.0,114.0,760.0,101.0,Non-New York City
17093,Westchester,Rye Brook Vg PD,1994,11.727994705493051,226.0,8.0,0.0,1.0,2.0,5.0,218.0,24.0,175.0,19.0,Non-New York City
17094,Westchester,Rye City PD,1994,11.727994705493051,298.0,3.0,0.0,0.0,2.0,1.0,295.0,42.0,215.0,38.0,Non-New York City
17095,Westchester,Scarsdale Vg PD,1994,11.727994705493051,237.0,1.0,0.0,0.0,0.0,1.0,236.0,46.0,163.0,27.0,Non-New York City
17096,Westchester,Sleepy Hollow Vg PD,1994,11.727994705493051,70.0,12.0,0.0,0.0,9.0,3.0,58.0,10.0,43.0,5.0,Non-New York City
17097,Westchester,SUNY College At Purchase,1994,11.727994705493051,149.0,2.0,0.0,1.0,1.0,0.0,147.0,4.0,134.0,9.0,Non-New York City
17098,Westchester,Tarrytown Vg PD,1994,11.727994705493051,315.0,21.0,1.0,0.0,7.0,13.0,294.0,41.0,219.0,34.0,Non-New York City
17099,Westchester,Tuckahoe Vg PD,1994,11.727994705493051,113.0,15.0,0.0,3.0,1.0,11.0,98.0,5.0,79.0,14.0,Non-New York City
17100,Westchester,Westchester Co Dept Pub Safety,1994,11.727994705493051,412.0,46.0,0.0,8.0,9.0,29.0,366.0,23.0,312.0,31.0,Non-New York City
17101,Westchester,Westchester County Park PD,1994,11.727994705493051,29.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,27.0,0.0,Non-New York City
17102,Westchester,Westchester County (RR-MN),1994,11.727994705493051,142.0,24.0,0.0,0.0,24.0,0.0,118.0,21.0,97.0,0.0,Non-New York City
17103,Westchester,Westchester County State Police,1994,11.727994705493051,649.0,86.0,1.0,3.0,8.0,74.0,563.0,142.0,353.0,68.0,Non-New York City
17104,Westchester,White Plains City PD,1994,11.727994705493051,2535.0,133.0,2.0,3.0,61.0,67.0,2402.0,192.0,1973.0,237.0,Non-New York City
17105,Westchester,Yonkers City PD,1994,11.727994705493051,8724.0,1350.0,14.0,41.0,868.0,427.0,7374.0,1624.0,3871.0,1879.0,Non-New York City
17106,Westchester,Yorktown Town PD,1994,11.727994705493051,659.0,10.0,0.0,1.0,4.0,5.0,649.0,74.0,557.0,18.0,Non-New York City
17107,Wyoming,Arcade Vg PD,1994,11.727994705493051,69.0,9.0,0.0,0.0,0.0,9.0,60.0,12.0,48.0,0.0,Non-New York City
17108,Wyoming,Attica Vg PD,1994,11.727994705493051,73.0,2.0,0.0,0.0,1.0,1.0,71.0,8.0,62.0,1.0,Non-New York City
17109,Wyoming,County Total,1994,11.727994705493051,1052.0,171.0,0.0,5.0,2.0,164.0,881.0,273.0,578.0,30.0,Non-New York City
17110,Wyoming,Perry Vg PD,1994,11.727994705493051,176.0,8.0,0.0,1.0,0.0,7.0,168.0,37.0,129.0,2.0,Non-New York City
17111,Wyoming,Warsaw Vg PD,1994,11.727994705493051,109.0,22.0,0.0,0.0,0.0,22.0,87.0,6.0,75.0,6.0,Non-New York City
17112,Wyoming,Wyoming County Park PD,1994,11.727994705493051,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,Non-New York City
17113,Wyoming,Wyoming County (RR-RC),1994,11.727994705493051,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
17114,Wyoming,Wyoming County Sheriff,1994,11.727994705493051,490.0,75.0,0.0,3.0,1.0,71.0,415.0,177.0,220.0,18.0,Non-New York City
17115,Wyoming,Wyoming County State Police,1994,11.727994705493051,131.0,55.0,0.0,1.0,0.0,54.0,76.0,33.0,40.0,3.0,Non-New York City
17116,Yates,County Total,1994,11.727994705493051,608.0,52.0,0.0,5.0,1.0,46.0,556.0,114.0,430.0,12.0,Non-New York City
17117,Yates,Penn Yan Vg PD,1994,11.727994705493051,258.0,17.0,0.0,3.0,1.0,13.0,241.0,19.0,217.0,5.0,Non-New York City
17118,Yates,Yates County Park PD,1994,11.727994705493051,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
17119,Yates,Yates County Sheriff,1994,11.727994705493051,305.0,34.0,0.0,2.0,0.0,32.0,271.0,81.0,183.0,7.0,Non-New York City
17120,Yates,Yates County State Police,1994,11.727994705493051,44.0,1.0,0.0,0.0,0.0,1.0,43.0,14.0,29.0,0.0,Non-New York City
17121,Albany,Albany City PD,1993,11.727994705493051,7802.0,1238.0,6.0,59.0,481.0,692.0,6564.0,2063.0,4030.0,471.0,Non-New York City
17122,Albany,Albany County Park PD,1993,11.727994705493051,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
17123,Albany,Albany County (RR-D and H),1993,11.727994705493051,13.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,11.0,0.0,Non-New York City
17124,Albany,Albany County (RR-RC),1993,11.727994705493051,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,Non-New York City
17125,Albany,Albany County Sheriff,1993,11.727994705493051,138.0,48.0,0.0,3.0,0.0,45.0,90.0,32.0,52.0,6.0,Non-New York City
17126,Albany,Albany County State Police,1993,11.727994705493051,347.0,18.0,0.0,4.0,3.0,11.0,329.0,86.0,225.0,18.0,Non-New York City
17127,Albany,Altamont Vg PD,1993,11.727994705493051,11.0,4.0,0.0,0.0,0.0,4.0,7.0,3.0,4.0,0.0,Non-New York City
17128,Albany,Bethlehem Town PD,1993,11.727994705493051,702.0,49.0,0.0,1.0,4.0,44.0,653.0,94.0,549.0,10.0,Non-New York City
17129,Albany,Coeymans Town PD,1993,11.727994705493051,62.0,28.0,0.0,0.0,0.0,28.0,34.0,10.0,22.0,2.0,Non-New York City
17130,Albany,Cohoes City PD,1993,11.727994705493051,463.0,106.0,0.0,1.0,3.0,102.0,357.0,124.0,219.0,14.0,Non-New York City
17131,Albany,Colonie Town PD,1993,11.727994705493051,3375.0,78.0,2.0,7.0,42.0,27.0,3297.0,473.0,2726.0,98.0,Non-New York City
17132,Albany,County Total,1993,11.727994705493051,15139.0,1669.0,8.0,80.0,557.0,1024.0,13470.0,3235.0,9562.0,673.0,Non-New York City
17133,Albany,Green Island Vg PD,1993,11.727994705493051,72.0,11.0,0.0,1.0,1.0,9.0,61.0,17.0,38.0,6.0,Non-New York City
17134,Albany,Guilderland Town PD,1993,11.727994705493051,451.0,26.0,0.0,2.0,4.0,20.0,425.0,67.0,348.0,10.0,Non-New York City
17135,Albany,Menands Vg PD,1993,11.727994705493051,159.0,16.0,0.0,1.0,1.0,14.0,143.0,30.0,108.0,5.0,Non-New York City
17136,Albany,Ravena Vg PD,1993,11.727994705493051,121.0,2.0,0.0,0.0,0.0,2.0,119.0,12.0,102.0,5.0,Non-New York City
17137,Albany,SUNY - Albany,1993,11.727994705493051,469.0,12.0,0.0,1.0,4.0,7.0,457.0,108.0,344.0,5.0,Non-New York City
17138,Albany,SUNY - Albany (Plaza),1993,11.727994705493051,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,Non-New York City
17139,Albany,Watervliet City PD,1993,11.727994705493051,363.0,11.0,0.0,0.0,5.0,6.0,352.0,85.0,251.0,16.0,Non-New York City
17140,Allegany,Alfred Vg PD,1993,11.727994705493051,128.0,23.0,0.0,3.0,1.0,19.0,105.0,20.0,83.0,2.0,Non-New York City
17141,Allegany,Allegany County State Police,1993,11.727994705493051,633.0,55.0,0.0,6.0,4.0,45.0,578.0,356.0,215.0,7.0,Non-New York City
17142,Allegany,Andover Vg PD,1993,11.727994705493051,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,Non-New York City
17143,Allegany,Angelica Vg PD,1993,11.727994705493051,27.0,2.0,0.0,0.0,0.0,2.0,25.0,11.0,14.0,0.0,Non-New York City
17144,Allegany,Bolivar Vg PD,1993,11.727994705493051,21.0,2.0,0.0,0.0,0.0,2.0,19.0,1.0,18.0,0.0,Non-New York City
17145,Allegany,County Total,1993,11.727994705493051,1265.0,131.0,1.0,11.0,6.0,113.0,1134.0,487.0,632.0,15.0,Non-New York City
17146,Allegany,Cuba Town PD,1993,11.727994705493051,50.0,8.0,0.0,0.0,0.0,8.0,42.0,13.0,29.0,0.0,Non-New York City
17147,Allegany,SUNY College At Alfred,1993,11.727994705493051,138.0,3.0,0.0,1.0,0.0,2.0,135.0,38.0,96.0,1.0,Non-New York City
17148,Allegany,Wellsville Vg PD,1993,11.727994705493051,266.0,37.0,1.0,1.0,1.0,34.0,229.0,47.0,177.0,5.0,Non-New York City
17149,Bronx,County Total,1993,11.727994705493051,91927.0,31235.0,512.0,606.0,16386.0,13731.0,60692.0,18763.0,26273.0,15656.0,New York City
17150,Broome,Binghamton City PD,1993,11.727994705493051,3133.0,145.0,3.0,18.0,62.0,62.0,2988.0,329.0,2653.0,6.0,Non-New York City
17151,Broome,Broome County Park PD,1993,11.727994705493051,9.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,8.0,0.0,Non-New York City
17152,Broome,Broome County (RR-D and H),1993,11.727994705493051,14.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,10.0,0.0,Non-New York City
17153,Broome,Broome County Sheriff,1993,11.727994705493051,1011.0,40.0,0.0,3.0,7.0,30.0,971.0,248.0,702.0,21.0,Non-New York City
17154,Broome,Broome County State Police,1993,11.727994705493051,774.0,33.0,0.0,4.0,2.0,27.0,741.0,232.0,493.0,16.0,Non-New York City
17155,Broome,County Total,1993,11.727994705493051,7626.0,389.0,4.0,41.0,88.0,256.0,7237.0,1237.0,5920.0,80.0,Non-New York City
17156,Broome,Deposit Vg PD,1993,11.727994705493051,8.0,3.0,0.0,1.0,0.0,2.0,5.0,1.0,4.0,0.0,Non-New York City
17157,Broome,Endicott Vg PD,1993,11.727994705493051,773.0,57.0,0.0,0.0,1.0,56.0,716.0,124.0,579.0,13.0,Non-New York City
17158,Broome,Johnson City Vg PD,1993,11.727994705493051,1079.0,90.0,1.0,13.0,12.0,64.0,989.0,163.0,817.0,9.0,Non-New York City
17159,Broome,Port Dickinson Vg PD,1993,11.727994705493051,20.0,1.0,0.0,0.0,0.0,1.0,19.0,2.0,17.0,0.0,Non-New York City
17160,Broome,SUNY - Binghamton,1993,11.727994705493051,358.0,8.0,0.0,2.0,0.0,6.0,350.0,90.0,260.0,0.0,Non-New York City
17161,Broome,Vestal Town PD,1993,11.727994705493051,447.0,12.0,0.0,0.0,4.0,8.0,435.0,43.0,377.0,15.0,Non-New York City
17162,Cattaraugus,Allegany Vg PD,1993,11.727994705493051,71.0,12.0,0.0,0.0,0.0,12.0,59.0,17.0,42.0,0.0,Non-New York City
17163,Cattaraugus,Cattaraugus County Park PD,1993,11.727994705493051,28.0,2.0,0.0,0.0,1.0,1.0,26.0,2.0,24.0,0.0,Non-New York City
17164,Cattaraugus,Cattaraugus County (RR-RC),1993,11.727994705493051,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,Non-New York City
17165,Cattaraugus,Cattaraugus County Sheriff,1993,11.727994705493051,662.0,87.0,1.0,2.0,2.0,82.0,575.0,328.0,217.0,30.0,Non-New York City
17166,Cattaraugus,Cattaraugus County State Police,1993,11.727994705493051,603.0,42.0,0.0,5.0,4.0,33.0,561.0,180.0,369.0,12.0,Non-New York City
17167,Cattaraugus,Cattaraugus Vg PD,1993,11.727994705493051,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,Non-New York City
17168,Cattaraugus,County Total,1993,11.727994705493051,2694.0,291.0,1.0,10.0,15.0,265.0,2403.0,667.0,1678.0,58.0,Non-New York City
17169,Cattaraugus,Ellicottville Town PD,1993,11.727994705493051,172.0,3.0,0.0,0.0,0.0,3.0,169.0,2.0,166.0,1.0,Non-New York City
17170,Cattaraugus,Franklinville Vg PD,1993,11.727994705493051,36.0,3.0,0.0,0.0,0.0,3.0,33.0,7.0,26.0,0.0,Non-New York City
17171,Cattaraugus,Olean City PD,1993,11.727994705493051,762.0,83.0,0.0,2.0,7.0,74.0,679.0,84.0,587.0,8.0,Non-New York City
17172,Cattaraugus,Portville Vg PD,1993,11.727994705493051,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Non-New York City
17173,Cattaraugus,Salamanca City PD,1993,11.727994705493051,346.0,58.0,0.0,1.0,0.0,57.0,288.0,46.0,235.0,7.0,Non-New York City
17174,Cayuga,Auburn City PD,1993,11.727994705493051,1195.0,59.0,2.0,10.0,17.0,30.0,1136.0,177.0,953.0,6.0,Non-New York City
17175,Cayuga,Cayuga County Park PD,1993,11.727994705493051,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,Non-New York City
17176,Cayuga,Cayuga County Sheriff,1993,11.727994705493051,385.0,34.0,0.0,4.0,3.0,27.0,351.0,130.0,211.0,10.0,Non-New York City
17177,Cayuga,Cayuga County State Police,1993,11.727994705493051,510.0,94.0,0.0,2.0,2.0,90.0,416.0,82.0,329.0,5.0,Non-New York City
17178,Cayuga,County Total,1993,11.727994705493051,2203.0,205.0,2.0,16.0,23.0,164.0,1998.0,407.0,1569.0,22.0,Non-New York City
17179,Cayuga,Moravia Vg PD,1993,11.727994705493051,21.0,6.0,0.0,0.0,0.0,6.0,15.0,5.0,10.0,0.0,Non-New York City
17180,Cayuga,Port Byron Vg PD,1993,11.727994705493051,26.0,11.0,0.0,0.0,1.0,10.0,15.0,6.0,9.0,0.0,Non-New York City
17181,Cayuga,Weedsport Vg PD,1993,11.727994705493051,48.0,1.0,0.0,0.0,0.0,1.0,47.0,7.0,39.0,1.0,Non-New York City
17182,Chautauqua,Carroll Town PD,1993,11.727994705493051,24.0,3.0,0.0,1.0,0.0,2.0,21.0,5.0,16.0,0.0,Non-New York City
